tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Sơn La,10/09 22:00,204.27,215,175,1836.0,2308.0,0,2308.0,0,0
Hòa Bình,10/09 23:00,102.48,117,80,2503.0,1983.0,0,1983.0,0,0
Thác Bà,10/09 23:00,51.65,58,46,,297.81,0,297.81,0,0
Bản Chát,11/09 23:00,465.8,475,431,98.2,95.7,0,95.7,0,0
Huội Quảng,11/09 23:00,368.0,370,368,150.7,179.0,0,179.0,0,0
Sơn La,11/09 23:00,204.1,215,175,2138.0,2971.0,0,2971.0,0,0
Hòa Bình,11/09 23:00,102.82,117,80,3335.0,1565.0,0,1565.0,0,0
Thác Bà,11/09 23:00,51.67,58,46,,301.31,0,301.31,0,0
Bản Chát,12/09 23:00,465.9,475,431,64.9,0.0,0,0.0,0,0
Huội Quảng,12/09 23:00,368.14,370,368,27.8,0.0,0,0.0,0,0
Sơn La,12/09 23:00,203.74,215,175,2023.0,2995.0,0,2995.0,0,0
Hòa Bình,12/09 23:00,103.57,117,80,3147.0,1612.0,0,1612.0,0,0
Thác Bà,12/09 23:00,51.7,58,46,,360.32,0,360.32,0,0
Bản Chát,13/09 23:00,465.99,475,431,58.0,0.0,0,0.0,0,0
Huội Quảng,13/09 23:00,368.18,370,368,39.1,0.0,0,0.0,0,0
Sơn La,13/09 23:00,203.43,215,175,1715.0,2354.0,0,2354.0,0,0
Hòa Bình,13/09 23:00,104.24,117,80,3042.0,727.0,0,727.0,0,0
Thác Bà,13/09 23:00,51.65,58,46,,289.29,0,289.29,0,0
Bản Chát,14/09 23:00,466.08,475,431,66.5,0.0,0,0.0,0,0
Huội Quảng,14/09 23:00,368.02,370,368,22.0,61.7,0,61.7,0,0
Sơn La,14/09 23:00,203.67,215,175,2136.0,1136.0,0,1136.0,0,0
Hòa Bình,14/09 23:00,104.73,117,80,2573.0,258.0,0,258.0,0,0
Thác Bà,14/09 23:00,51.63,58,46,,292.81,0,292.81,0,0
Bản Chát,15/09 23:00,466.18,475,431,66.5,0.0,0,0.0,0,0
Huội Quảng,15/09 23:00,368.18,370,368,39.1,0.0,0,0.0,0,0
Sơn La,15/09 23:00,203.34,215,175,467.0,773.0,0,773.0,0,0
Hòa Bình,15/09 23:00,104.96,117,80,2091.0,287.0,0,287.0,0,0
Thác Bà,15/09 23:00,51.61,58,46,,285.64,0,285.64,0,0
Bản Chát,16/09 23:00,466.27,475,431,66.5,0.0,0,0.0,0,0
Huội Quảng,16/09 23:00,368.23,370,368,5.3,0.0,0,0.0,0,0
Sơn La,16/09 23:00,202.92,215,175,631.0,825.0,0,825.0,0,0
Hòa Bình,16/09 23:00,105.17,117,80,2292.0,727.0,0,727.0,0,0
Thác Bà,16/09 23:00,51.61,58,46,,0.0,0,0.0,0,0
Bản Chát,17/09 23:00,466.4,475,431,87.9,0.0,0,0.0,0,0
Huội Quảng,17/09 23:00,368.41,370,368,27.8,0.0,0,0.0,0,0
Sơn La,17/09 23:00,202.75,215,175,320.0,320.0,0,320.0,0,0
Hòa Bình,17/09 23:00,105.22,117,80,2304.0,482.0,0,482.0,0,0
Thác Bà,17/09 23:00,51.61,58,46,,289.78,0,289.78,0,0
Bản Chát,18/09 23:00,466.53,475,431,73.7,0.0,0,0.0,0,0
Huội Quảng,18/09 23:00,368.11,370,368,27.8,0.0,0,0.0,0,0
Sơn La,18/09 23:00,202.63,215,175,961.0,739.0,0,739.0,0,0
Hòa Bình,18/09 23:00,105.21,117,80,1417.0,624.0,0,624.0,0,0
Thác Bà,18/09 23:00,51.6,58,46,,293.55,0,293.55,0,0
Bản Chát,19/09 23:00,466.7,475,431,151.9,0.0,0,0.0,0,0
Huội Quảng,19/09 23:00,368.27,370,368,39.1,0.0,0,0.0,0,0
Sơn La,19/09 23:00,202.71,215,175,971.0,499.0,0,499.0,0,0
Hòa Bình,19/09 23:00,105.42,117,80,803.0,268.0,0,268.0,0,0
Thác Bà,19/09 23:00,51.64,58,46,,0.0,0,0.0,0,0
Bản Chát,20/09 23:00,467.05,475,431,133.2,0.0,0,0.0,0,0
Huội Quảng,20/09 23:00,368.2,370,368,61.6,0.0,0,0.0,0,0
Sơn La,20/09 23:00,202.76,215,175,1660.0,743.0,0,743.0,0,0
Hòa Bình,20/09 23:00,105.58,117,80,1569.0,262.0,0,262.0,0,0
Thác Bà,20/09 23:00,51.73,58,46,,0.0,0,0.0,0,0
Bản Chát,21/09 23:00,467.22,475,431,96.9,0.0,0,0.0,0,0
Huội Quảng,21/09 23:00,368.0,370,368,5.3,0.0,0,0.0,0,0
Sơn La,21/09 23:00,202.68,215,175,957.0,957.0,0,957.0,0,0
Hòa Bình,21/09 23:00,105.96,117,80,1693.0,643.0,0,643.0,0,0
Thác Bà,21/09 23:00,51.85,58,46,,282.3,0,282.3,0,0
Bản Chát,22/09 23:00,467.34,475,431,67.9,0.0,0,0.0,0,0
Huội Quảng,22/09 23:00,368.0,370,368,5.3,0.0,0,0.0,0,0
Sơn La,22/09 23:00,202.83,215,175,1906.0,656.0,0,656.0,0,0
Hòa Bình,22/09 23:00,106.24,117,80,1705.0,385.0,0,385.0,0,0
Thác Bà,22/09 23:00,51.9,58,46,,289.01,0,289.01,0,0
Bản Chát,23/09 23:00,467.44,475,431,75.2,0.0,0,0.0,0,0
Huội Quảng,23/09 23:00,368.0,370,368,5.3,0.0,0,0.0,0,0
Sơn La,23/09 23:00,202.74,215,175,1116.0,422.0,0,422.0,0,0
Hòa Bình,23/09 23:00,106.52,117,80,1852.0,272.0,0,272.0,0,0
Thác Bà,23/09 23:00,51.98,58,46,,293.83,0,293.83,0,0
Bản Chát,24/09 23:00,467.54,475,431,75.2,0.0,0,0.0,0,0
Huội Quảng,24/09 23:00,368.06,370,368,39.1,0.0,0,0.0,0,0
Sơn La,24/09 23:00,202.78,215,175,1389.0,0.0,0,0.0,0,0
Hòa Bình,24/09 23:00,106.8,117,80,1284.0,224.0,0,224.0,0,0
Thác Bà,24/09 23:00,52.05,58,46,,288.77,0,288.77,0,0
Bản Chát,25/09 23:00,467.66,475,431,89.7,0.0,0,0.0,0,0
Huội Quảng,25/09 23:00,368.04,370,368,27.8,0.0,0,0.0,0,0
Sơn La,25/09 23:00,203.13,215,175,1278.0,0.0,0,0.0,0,0
Hòa Bình,25/09 23:00,106.84,117,80,884.0,342.0,0,342.0,0,0
Thác Bà,25/09 23:00,52.19,58,46,,0.0,0,0.0,0,0
Bản Chát,26/09 23:00,467.78,475,431,75.2,0.0,0,0.0,0,0
Huội Quảng,26/09 23:00,368.07,370,368,16.6,0.0,0,0.0,0,0
Sơn La,26/09 23:00,203.38,215,175,1528.0,0.0,0,0.0,0,0
Hòa Bình,26/09 23:00,106.88,117,80,799.0,259.0,0,259.0,0,0
Thác Bà,26/09 23:00,52.33,58,46,,0.0,0,0.0,0,0
Bản Chát,27/09 23:00,467.87,475,431,31.7,0.0,0,0.0,0,0
Huội Quảng,27/09 23:00,368.23,370,368,27.8,0.0,0,0.0,0,0
Sơn La,27/09 23:00,203.64,215,175,1833.0,0.0,0,0.0,0,0
Hòa Bình,27/09 23:00,106.89,117,80,2011.0,431.0,0,431.0,0,0
Thác Bà,27/09 23:00,52.33,58,46,,464.29,0,464.29,0,0
Bản Chát,28/09 23:00,467.96,475,431,53.4,0.0,0,0.0,0,0
Huội Quảng,28/09 23:00,368.0,370,368,51.6,68.8,0,68.8,0,0
Sơn La,28/09 23:00,204.05,215,175,2083.0,0.0,0,0.0,0,0
Hòa Bình,28/09 23:00,106.7,117,80,1332.0,792.0,0,792.0,0,0
Thác Bà,28/09 23:00,52.42,58,46,,0.0,0,0.0,0,0
Bản Chát,29/09 23:00,467.99,475,431,24.4,0.0,0,0.0,0,0
Huội Quảng,29/09 23:00,368.32,370,368,50.3,0.0,0,0.0,0,0
Sơn La,29/09 23:00,204.43,215,175,1944.0,416.0,0,416.0,0,0
Hòa Bình,29/09 23:00,106.47,117,80,1430.0,630.0,0,630.0,0,0
Thác Bà,29/09 23:00,52.49,58,46,,0.0,0,0.0,0,0
Bản Chát,30/09 23:00,468.08,475,431,39.7,0.0,0,0.0,0,0
Huội Quảng,30/09 23:00,368.36,370,368,50.3,0.0,0,0.0,0,0
Sơn La,30/09 23:00,204.82,215,175,2123.0,623.0,0,623.0,0,0
Hòa Bình,30/09 23:00,106.62,117,80,1287.0,487.0,0,487.0,0,0
Thác Bà,30/09 23:00,52.56,58,46,,0.0,0,0.0,0,0
Bản Chát,01/10 23:00,468.16,475,431,84.1,0.0,0,0.0,0,0
Huội Quảng,01/10 23:00,368.12,370,368,61.6,0.0,0,0.0,0,0
Sơn La,01/10 23:00,205.01,215,175,1528.0,0.0,0,0.0,0,0
Hòa Bình,01/10 23:00,106.94,117,80,1155.0,616.0,0,616.0,0,0
Thác Bà,01/10 23:00,52.65,58,46,,0.0,0,0.0,0,0
Bản Chát,02/10 23:00,468.36,475,431,106.4,0.0,0,0.0,0,0
Huội Quảng,02/10 23:00,368.36,370,368,27.8,0.0,0,0.0,0,0
Sơn La,02/10 23:00,205.45,215,175,1389.0,0.0,0,0.0,0,0
Hòa Bình,02/10 23:00,106.94,117,80,233.0,733.0,0,733.0,0,0
Thác Bà,02/10 23:00,52.94,58,46,,0.0,0,0.0,0,0
Bản Chát,03/10 23:00,468.48,475,431,84.2,0.0,0,0.0,0,0
Huội Quảng,03/10 23:00,368.51,370,368,39.1,0.0,0,0.0,0,0
Sơn La,03/10 23:00,205.56,215,175,1071.0,349.0,0,349.0,0,0
Hòa Bình,03/10 23:00,106.9,117,80,775.0,235.0,0,235.0,0,0
Thác Bà,03/10 23:00,53.04,58,46,,0.0,0,0.0,0,0
Bản Chát,04/10 23:00,468.65,475,431,84.2,0.0,0,0.0,0,0
Huội Quảng,04/10 23:00,368.77,370,368,61.6,0.0,0,0.0,0,0
Sơn La,04/10 23:00,205.56,215,175,1884.0,245.0,0,245.0,0,0
Hòa Bình,04/10 23:00,107.11,117,80,1309.0,502.0,0,502.0,0,0
Thác Bà,04/10 23:00,53.08,58,46,,0.0,0,0.0,0,0
Bản Chát,05/10 23:00,468.72,475,431,32.3,0.0,0,0.0,0,0
Huội Quảng,05/10 23:00,368.41,370,368,50.5,90.3,0,90.3,0,0
Sơn La,05/10 23:00,205.62,215,175,1802.0,663.0,0,663.0,0,0
Hòa Bình,05/10 23:00,107.45,117,80,2591.0,471.0,0,471.0,0,0
Thác Bà,05/10 23:00,53.05,58,46,,299.48,0,299.48,0,0
Bản Chát,06/10 23:00,468.75,475,431,32.3,0.0,0,0.0,0,0
Huội Quảng,06/10 23:00,368.54,370,368,16.6,0.0,0,0.0,0,0
Sơn La,06/10 23:00,205.71,215,175,1922.0,811.0,0,811.0,0,0
Hòa Bình,06/10 23:00,107.61,117,80,1599.0,529.0,0,529.0,0,0
Thác Bà,06/10 23:00,53.08,58,46,,0.0,0,0.0,0,0
Bản Chát,07/10 23:00,468.55,475,431,57.8,255.0,0,255.0,0,0
Huội Quảng,07/10 23:00,368.0,370,368,289.8,307.0,0,307.0,0,0
Sơn La,07/10 22:00,205.87,215,175,2250.0,861.0,0,861.0,0,0
Hòa Bình,07/10 23:00,107.94,117,80,1438.0,368.0,0,368.0,0,0
Thác Bà,07/10 23:00,53.04,58,46,,296.11,0,296.11,0,0
Bản Chát,08/10 23:00,468.24,475,431,14.2,255.9,0,255.9,0,0
Huội Quảng,08/10 23:00,368.04,370,368,278.6,363.4,0,363.4,0,0
Sơn La,08/10 23:00,206.22,215,175,2233.0,1039.0,0,1039.0,0,0
Hòa Bình,08/10 23:00,108.19,117,80,2126.0,516.0,0,516.0,0,0
Thác Bà,08/10 23:00,53.0,58,46,,300.14,0,300.14,0,0
Bản Chát,09/10 23:00,467.97,475,431,24.4,0.0,0,0.0,0,0
Huội Quảng,09/10 23:00,368.38,370,368,5.3,0.0,0,0.0,0,0
Sơn La,09/10 23:00,206.59,215,175,1417.0,0.0,0,0.0,0,0
Hòa Bình,09/10 23:00,108.3,117,80,788.0,503.0,0,503.0,0,0
Thác Bà,09/10 23:00,52.98,58,46,,143.56,0,143.56,0,0
Bản Chát,10/10 23:00,468.15,475,431,409.9,0.0,0,0.0,0,0
Huội Quảng,10/10 23:00,368.6,370,368,27.8,0.0,0,0.0,0,0
Sơn La,10/10 23:00,206.59,215,175,975.0,308.0,0,308.0,0,0
Hòa Bình,10/10 23:00,108.37,117,80,813.0,813.0,0,813.0,0,0
Thác Bà,10/10 23:00,53.04,58,46,,0.0,0,0.0,0,0
Bản Chát,11/10 23:00,468.66,475,431,173.0,0.0,0,0.0,0,0
Huội Quảng,11/10 23:00,369.03,370,368,50.7,0.0,0,0.0,0,0
Sơn La,11/10 23:00,206.39,215,175,963.0,102.0,0,102.0,0,0
Hòa Bình,11/10 23:00,109.06,117,80,3224.0,262.0,0,262.0,0,0
Thác Bà,11/10 23:00,53.14,58,46,,0.0,0,0.0,0,0
Bản Chát,12/10 23:00,468.82,475,431,69.4,0.0,0,0.0,0,0
Huội Quảng,12/10 23:00,369.41,370,368,50.8,0.0,0,0.0,0,0
Sơn La,12/10 23:00,206.28,215,175,389.0,0.0,0,0.0,0,0
Hòa Bình,12/10 23:00,109.57,117,80,1902.0,277.0,0,277.0,0,0
Thác Bà,12/10 23:00,53.18,58,46,,0.0,0,0.0,0,0
Bản Chát,13/10 23:00,468.91,475,431,47.2,0.0,0,0.0,0,0
Huội Quảng,13/10 23:00,369.68,370,368,16.7,0.0,0,0.0,0,0
Sơn La,13/10 23:00,206.32,215,175,1250.0,0.0,0,0.0,0,0
Hòa Bình,13/10 23:00,109.73,117,80,1054.0,231.0,0,231.0,0,0
Thác Bà,13/10 23:00,53.22,58,46,,0.0,0,0.0,0,0
Bản Chát,14/10 23:00,469.44,475,431,441.0,0.0,0,0.0,0,0
Huội Quảng,14/10 23:00,370.01,370,368,51.3,0.0,0,0.0,0,0
Sơn La,14/10 23:00,206.4,215,175,528.0,0.0,0,0.0,0,0
Hòa Bình,14/10 23:00,109.94,117,80,1182.0,360.0,0,360.0,0,0
Thác Bà,14/10 23:00,53.27,58,46,,0.0,0,0.0,0,0
Bản Chát,15/10 23:00,469.8,475,431,161.5,0.0,0,0.0,0,0
Huội Quảng,15/10 23:00,369.89,370,368,74.5,69.2,0,69.2,0,0
Sơn La,15/10 23:00,206.45,215,175,1391.0,308.0,0,308.0,0,0
Hòa Bình,15/10 23:00,110.41,117,80,1634.0,264.0,0,264.0,0,0
Thác Bà,15/10 23:00,53.44,58,46,,0.0,0,0.0,0,0
Bản Chát,16/10 23:00,470.0,475,431,108.7,0.0,0,0.0,0,0
Huội Quảng,16/10 23:00,369.91,370,368,50.8,0.0,0,0.0,0,0
Sơn La,16/10 23:00,206.46,215,175,1206.0,317.0,0,317.0,0,0
Hòa Bình,16/10 23:00,110.83,117,80,1881.0,241.0,0,241.0,0,0
Thác Bà,16/10 23:00,53.67,58,46,,0.0,0,0.0,0,0
Bản Chát,17/10 23:00,470.11,475,431,49.0,0.0,0,0.0,0,0
Huội Quảng,17/10 23:00,369.99,370,368,48.3,89.9,0,89.9,0,0
Sơn La,17/10 23:00,206.63,215,175,1583.0,0.0,0,0.0,0,0
Hòa Bình,17/10 23:00,111.1,117,80,1066.0,228.0,0,228.0,0,0
Thác Bà,17/10 23:00,53.81,58,46,,0.0,0,0.0,0,0
Bản Chát,18/10 23:00,470.19,475,431,41.0,0.0,0,0.0,0,0
Huội Quảng,18/10 21:00,369.78,370,368,39.5,0.0,0,0.0,0,0
Sơn La,18/10 23:00,206.72,215,175,1274.0,302.0,0,302.0,0,0
Hòa Bình,18/10 23:00,111.28,117,80,1622.0,240.0,0,240.0,0,0
Thác Bà,18/10 23:00,53.89,58,46,,0.0,0,0.0,0,0
Bản Chát,19/10 23:00,470.25,475,431,49.0,0.0,0,0.0,0,0
Huội Quảng,19/10 23:00,368.69,370,368,59.9,0.0,0,0.0,0,0
Sơn La,19/10 23:00,206.76,215,175,1566.0,316.0,0,316.0,0,0
Hòa Bình,19/10 23:00,111.48,117,80,1088.0,250.0,0,250.0,0,0
Thác Bà,19/10 23:00,53.96,58,46,,0.0,0,0.0,0,0
Bản Chát,20/10 23:00,470.32,475,431,79.9,0.0,0,0.0,0,0
Huội Quảng,20/10 23:00,369.68,370,368,16.7,0.0,0,0.0,0,0
Sơn La,20/10 23:00,206.81,215,175,1632.0,326.0,0,326.0,0,0
Hòa Bình,20/10 23:00,111.71,117,80,1371.0,262.0,0,262.0,0,0
Thác Bà,20/10 23:00,54.05,58,46,,0.0,0,0.0,0,0
Bản Chát,21/10 23:00,470.38,475,431,56.8,0.0,0,0.0,0,0
Huội Quảng,21/10 23:00,369.92,370,368,28.1,0.0,0,0.0,0,0
Sơn La,21/10 23:00,206.77,215,175,309.0,309.0,0,309.0,0,0
Hòa Bình,21/10 23:00,111.9,117,80,809.0,244.0,0,244.0,0,0
Thác Bà,21/10 23:00,54.12,58,46,,0.0,0,0.0,0,0
Bản Chát,22/10 23:00,470.58,475,431,210.8,0.0,0,0.0,0,0
Huội Quảng,22/10 23:00,369.95,370,368,16.7,0.0,0,0.0,0,0
Sơn La,22/10 23:00,206.86,215,175,1413.0,274.0,0,274.0,0,0
Hòa Bình,22/10 23:00,112.0,117,80,1084.0,239.0,0,239.0,0,0
Thác Bà,22/10 23:00,54.18,58,46,,0.0,0,0.0,0,0
Bản Chát,23/10 23:00,470.72,475,431,72.2,0.0,0,0.0,0,0
Huội Quảng,23/10 23:00,369.84,370,368,50.8,0.0,0,0.0,0,0
Sơn La,23/10 23:00,207.09,215,175,1864.0,114.0,0,114.0,0,0
Hòa Bình,23/10 23:00,112.08,117,80,1448.0,879.0,0,879.0,0,0
Thác Bà,23/10 23:00,54.23,58,46,,0.0,0,0.0,0,0
Bản Chát,24/10 23:00,470.81,475,431,56.8,0.0,0,0.0,0,0
Huội Quảng,24/10 23:00,369.73,370,368,16.7,0.0,0,0.0,0,0
Sơn La,24/10 23:00,207.22,215,175,1143.0,143.0,0,143.0,0,0
Hòa Bình,24/10 23:00,111.93,117,80,763.0,743.0,0,743.0,0,0
Thác Bà,24/10 23:00,54.27,58,46,,0.0,0,0.0,0,0
Bản Chát,25/10 23:00,470.81,475,431,63.6,0.0,0,0.0,0,0
Huội Quảng,25/10 23:00,369.46,370,368,39.5,0.0,0,0.0,0,0
Sơn La,25/10 23:00,207.54,215,175,1609.0,276.0,0,276.0,0,0
Hòa Bình,25/10 23:00,111.71,117,80,276.0,256.0,0,256.0,0,0
Thác Bà,25/10 23:00,54.27,58,46,,0.0,0,0.0,0,0
Bản Chát,26/10 23:00,470.88,475,431,72.2,0.0,0,0.0,0,0
Huội Quảng,26/10 23:00,369.07,370,368,28.1,0.0,0,0.0,0,0
Sơn La,26/10 23:00,207.68,215,175,1347.0,69.0,0,69.0,0,0
Hòa Bình,26/10 23:00,111.63,117,80,1178.0,614.0,0,614.0,0,0
Thác Bà,26/10 23:00,54.3,58,46,,0.0,0,0.0,0,0
Bản Chát,27/10 23:00,470.91,475,431,56.8,0.0,0,0.0,0,0
Huội Quảng,27/10 23:00,369.16,370,368,28.1,0.0,0,0.0,0,0
Sơn La,27/10 23:00,207.92,215,175,1361.0,0.0,0,0.0,0,0
Hòa Bình,27/10 23:00,111.45,117,80,851.0,831.0,0,831.0,0,0
Thác Bà,27/10 23:00,54.32,58,46,,0.0,0,0.0,0,0
Bản Chát,28/10 23:00,470.94,475,431,56.8,0.0,0,0.0,0,0
Huội Quảng,28/10 23:00,369.19,370,368,16.7,0.0,0,0.0,0,0
Sơn La,28/10 23:00,208.17,215,175,1417.0,0.0,0,0.0,0,0
Hòa Bình,28/10 23:00,111.24,117,80,587.0,567.0,0,567.0,0,0
Thác Bà,28/10 23:00,54.35,58,46,,0.0,0,0.0,0,0
Bản Chát,29/10 23:00,470.96,475,431,64.0,22.6,0,22.6,0,0
Huội Quảng,29/10 23:00,369.18,370,368,72.8,10.6,0,10.6,0,0
Sơn La,29/10 23:00,208.6,215,175,1392.0,70.0,0,70.0,0,0
Hòa Bình,29/10 13:00,111.16,117,80,619.0,1144.0,0,1144.0,0,0
Thác Bà,29/10 23:00,54.42,58,46,,0.0,0,0.0,0,0
Bản Chát,30/10 23:00,471.03,475,431,50.0,0.0,0,0.0,0,0
Huội Quảng,30/10 23:00,369.38,370,368,39.5,0.0,0,0.0,0,0
Sơn La,30/10 23:00,208.92,215,175,1667.0,0.0,0,0.0,0,0
Hòa Bình,29/10 13:00,111.16,117,80,619.0,1144.0,0,1144.0,0,0
Thác Bà,30/10 23:00,54.47,58,46,,0.0,0,0.0,0,0
Bản Chát,31/10 23:00,471.17,475,431,97.1,0.0,0,0.0,0,0
Huội Quảng,31/10 23:00,369.33,370,368,28.1,0.0,0,0.0,0,0
Sơn La,31/10 23:00,209.22,215,175,917.0,306.0,0,306.0,0,0
Hòa Bình,29/10 13:00,111.16,117,80,619.0,1144.0,0,1144.0,0,0
Thác Bà,31/10 23:00,54.49,58,46,,0.0,0,0.0,0,0
Bản Chát,01/11 23:00,471.51,475,431,222.7,0.0,0,0.0,0,0
Huội Quảng,01/11 23:00,369.51,370,368,28.1,0.0,0,0.0,0,0
Sơn La,01/11 23:00,209.69,215,175,2361.0,0.0,0,0.0,0,0
Hòa Bình,01/11 23:00,110.93,117,80,980.0,960.0,0,960.0,0,0
Thác Bà,01/11 23:00,54.51,58,46,,0.0,0,0.0,0,0
Bản Chát,02/11 23:00,472.0,475,431,324.9,0.0,0,0.0,0,0
Huội Quảng,02/11 23:00,369.54,370,368,50.8,0.0,0,0.0,0,0
Sơn La,02/11 23:00,210.74,215,175,2861.0,0.0,0,0.0,0,0
Hòa Bình,02/11 23:00,110.72,117,80,389.0,640.0,0,640.0,0,0
Thác Bà,02/11 23:00,54.55,58,46,,0.0,0,0.0,0,0
Bản Chát,03/11 23:00,472.4,475,431,251.0,0.0,0,0.0,0,0
Huội Quảng,03/11 23:00,369.75,370,368,28.1,0.0,0,0.0,0,0
Sơn La,03/11 23:00,211.65,215,175,2694.0,0.0,0,0.0,0,0
Hòa Bình,03/11 23:00,110.55,117,80,159.0,679.0,0,679.0,0,0
Thác Bà,03/11 23:00,54.56,58,46,,0.0,0,0.0,0,0
Bản Chát,04/11 23:00,472.66,475,431,131.0,0.0,0,0.0,0,0
Huội Quảng,04/11 23:00,369.91,370,368,28.1,0.0,0,0.0,0,0
Sơn La,04/11 23:00,212.47,215,175,2324.0,46.0,0,46.0,0,0
Hòa Bình,04/11 19:00,110.41,117,80,831.0,1261.0,0,1261.0,0,0
Thác Bà,04/11 23:00,54.59,58,46,,0.0,0,0.0,0,0
Bản Chát,05/11 23:00,472.82,475,431,115.0,0.0,0,0.0,0,0
Huội Quảng,05/11 23:00,369.3,370,368,50.8,0.0,0,0.0,0,0
Sơn La,05/11 23:00,213.14,215,175,1750.0,0.0,0,0.0,0,0
Hòa Bình,05/11 19:00,110.26,117,80,143.0,1293.0,0,1293.0,0,0
Thác Bà,05/11 23:00,54.6,58,46,,0.0,0,0.0,0,0
Bản Chát,06/11 23:00,472.94,475,431,131.0,0.0,0,0.0,0,0
Huội Quảng,06/11 23:00,369.34,370,368,50.8,0.0,0,0.0,0,0
Sơn La,06/11 23:00,213.56,215,175,1972.0,0.0,0,0.0,0,0
Hòa Bình,06/11 19:00,110.05,117,80,578.0,1099.0,0,1099.0,0,0
Thác Bà,06/11 23:00,54.6,58,46,,0.0,0,0.0,0,0
Bản Chát,07/11 23:00,473.03,475,431,60.1,0.0,0,0.0,0,0
Huội Quảng,07/11 23:00,369.2,370,368,5.3,0.0,0,0.0,0,0
Sơn La,07/11 23:00,213.99,215,175,1389.0,0.0,0,0.0,0,0
Hòa Bình,07/11 19:00,109.94,117,80,40.0,1040.0,0,1040.0,0,0
Thác Bà,07/11 23:00,54.64,58,46,,0.0,0,0.0,0,0
Bản Chát,08/11 23:00,473.11,475,431,60.1,0.0,0,0.0,0,0
Huội Quảng,08/11 23:00,369.29,370,368,39.4,0.0,0,0.0,0,0
Sơn La,08/11 23:00,214.37,215,175,1514.0,153.0,0,153.0,0,0
Hòa Bình,08/11 19:00,109.66,117,80,40.0,1142.0,0,1142.0,0,0
Thác Bà,08/11 23:00,54.68,58,46,,0.0,0,0.0,0,0
Bản Chát,09/11 23:00,473.15,475,431,27.5,0.0,0,0.0,0,0
Huội Quảng,09/11 23:00,369.3,370,368,39.4,0.0,0,0.0,0,0
Sơn La,09/11 23:00,214.62,215,175,852.0,213.0,0,213.0,0,0
Hòa Bình,09/11 19:00,109.64,117,80,638.0,886.0,0,886.0,0,0
Thác Bà,09/11 23:00,54.74,58,46,,0.0,0,0.0,0,0
Bản Chát,10/11 23:00,473.23,475,431,84.6,0.0,0,0.0,0,0
Huội Quảng,10/11 23:00,369.36,370,368,28.1,0.0,0,0.0,0,0
Sơn La,10/11 23:00,214.56,215,175,1357.0,746.0,0,746.0,0,0
Hòa Bình,10/11 19:00,109.6,117,80,734.0,1071.0,0,1071.0,0,0
Thác Bà,10/11 23:00,54.79,58,46,,0.0,0,0.0,0,0
Bản Chát,11/11 23:00,473.26,475,431,68.3,0.0,0,0.0,0,0
Huội Quảng,11/11 23:00,369.32,370,368,50.8,0.0,0,0.0,0,0
Sơn La,11/11 23:00,214.58,215,175,1149.0,371.0,0,371.0,0,0
Hòa Bình,11/11 19:00,109.56,117,80,1070.0,1050.0,0,1050.0,0,0
Thác Bà,11/11 23:00,54.83,58,46,,0.0,0,0.0,0,0
Bản Chát,12/11 23:00,473.3,475,431,68.3,0.0,0,0.0,0,0
Huội Quảng,12/11 23:00,369.33,370,368,16.8,0.0,0,0.0,0,0
Sơn La,12/11 23:00,214.57,215,175,924.0,313.0,0,313.0,0,0
Hòa Bình,12/11 19:00,109.49,117,80,425.0,1118.0,0,1118.0,0,0
Thác Bà,12/11 23:00,54.86,58,46,,0.0,0,0.0,0,0
Bản Chát,13/11 23:00,473.36,475,431,35.7,0.0,0,0.0,0,0
Huội Quảng,13/11 23:00,369.35,370,368,16.7,0.0,0,0.0,0,0
Sơn La,13/11 23:00,214.44,215,175,296.0,435.0,0,435.0,0,0
Hòa Bình,13/11 19:00,109.61,117,80,1210.0,1012.0,0,1012.0,0,0
Thác Bà,13/11 23:00,54.9,58,46,,0.0,0,0.0,0,0
Bản Chát,14/11 23:00,473.41,475,431,27.5,0.0,0,0.0,0,0
Huội Quảng,14/11 23:00,369.37,370,368,5.3,0.0,0,0.0,0,0
Sơn La,14/11 23:00,214.65,215,175,976.0,865.0,0,865.0,0,0
Hòa Bình,14/11 19:00,109.53,117,80,265.0,1048.0,0,1048.0,0,0
Thác Bà,14/11 23:00,54.93,58,46,,0.0,0,0.0,0,0
Bản Chát,15/11 23:00,473.47,475,431,84.6,0.0,0,0.0,0,0
Huội Quảng,15/11 19:00,369.27,370,368,92.1,234.8,0,234.8,0,0
Sơn La,15/11 23:00,214.62,215,175,1417.0,0.0,0,0.0,0,0
Hòa Bình,15/11 19:00,109.52,117,80,903.0,1061.0,0,1061.0,0,0
Thác Bà,15/11 23:00,54.94,58,46,,0.0,0,0.0,0,0
Bản Chát,16/11 23:00,473.54,475,431,84.6,0.0,0,0.0,0,0
Huội Quảng,16/11 23:00,369.35,370,368,28.1,0.0,0,0.0,0,0
Sơn La,16/11 23:00,214.97,215,175,1698.0,1698.0,0,1698.0,0,0
Hòa Bình,16/11 19:00,109.5,117,80,1258.0,1060.0,0,1060.0,0,0
Thác Bà,16/11 23:00,54.97,58,46,,0.0,0,0.0,0,0
Bản Chát,17/11 23:00,473.61,475,431,100.9,0.0,0,0.0,0,0
Huội Quảng,17/11 23:00,369.36,370,368,50.8,0.0,0,0.0,0,0
